Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1185732,11/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,33.00,65,2145.00,965.00,45%,Online
West Gear,1185732,11/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,58.00,56,3248.00,2014.00,62%,Online
West Gear,1185732,11/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,61.00,75,4575.00,2333.00,51%,Online
West Gear,1185732,12/2/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,58.00,138,8004.00,3282.00,41%,Online
West Gear,1185732,12/2/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,49.00,102,4998.00,2349.00,47%,Online
West Gear,1185732,12/2/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,45.00,87,3915.00,1723.00,44%,Online
West Gear,1185732,12/2/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,48.00,73,3504.00,1577.00,45%,Online
West Gear,1185732,12/2/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,57.00,73,4161.00,2497.00,60%,Online
West Gear,1185732,12/2/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,59.00,88,5192.00,2700.00,52%,Online
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32.00,140,4480.00,2330.00,52%,Online
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,32.00,78,2496.00,1273.00,51%,Online
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.00,87,2088.00,940.00,45%,Online
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,28.00,44,1232.00,591.00,48%,Online
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,41.00,58,2378.00,1046.00,44%,Online
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,32.00,84,2688.00,1344.00,50%,Online
West Gear,1185732,2/10/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,34.00,160,5440.00,2992.00,55%,Online
West Gear,1185732,2/10/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,34.00,52,1768.00,902.00,51%,Online
West Gear,1185732,2/10/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.00,73,1752.00,876.00,50%,Online
West Gear,1185732,2/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.00,36,1044.00,491.00,47%,Online
West Gear,1185732,2/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,41.00,58,2378.00,1046.00,44%,Online
West Gear,1185732,2/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,19.00,75,1425.00,727.00,51%,Online
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,23.00,151,3473.00,1771.00,51%,Online
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23.00,61,1403.00,772.00,55%,Online
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.00,72,1008.00,504.00,50%,Online
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19.00,31,589.00,265.00,45%,Online
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Men's Apparel,32.00,44,1408.00,605.00,43%,Online
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,24.00,74,1776.00,924.00,52%,Online
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,23.00,125,2875.00,1581.00,55%,Online
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23.00,54,1242.00,646.00,52%,Online
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.00,52,728.00,364.00,50%,Online
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19.00,36,684.00,328.00,48%,Online
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,61.00,45,2745.00,1208.00,44%,Online
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,47.00,72,3384.00,1861.00,55%,Online
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,54.00,164,8856.00,4428.00,50%,Online
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,37.00,73,2701.00,1486.00,55%,Online
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,34.00,56,1904.00,895.00,47%,Online
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34.00,49,1666.00,816.00,49%,Online
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Men's Apparel,44.00,58,2552.00,1148.00,45%,Online
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Women's Apparel,53.00,91,4823.00,2508.00,52%,Online
West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,36.00,155,5580.00,3069.00,55%,Online
West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.00,94,3008.00,1594.00,53%,Online
West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,27.00,50,1350.00,608.00,45%,Online
West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.00,46,1334.00,627.00,47%,Online
West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,36.00,53,1908.00,859.00,45%,Online
West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,56.00,91,5096.00,2599.00,51%,Online
West Gear,1185732,7/9/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,51.00,149,7599.00,4027.00,53%,Online
West Gear,1185732,7/9/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,49.00,84,4116.00,2058.00,50%,Online
West Gear,1185732,7/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,42.00,68,2856.00,1285.00,45%,Online
West Gear,1185732,7/9/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,42.00,49,2058.00,967.00,47%,Online
West Gear,1185732,7/9/2021,Midwest,Indiana,Indianapolis,Men's Apparel,51.00,50,2550.00,1071.00,42%,Online
West Gear,1185732,7/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,54.00,101,5454.00,2782.00,51%,Online
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,47.00,152,7144.00,3929.00,55%,Online
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,41.00,87,3567.00,1926.00,54%,Online
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,37.00,56,2072.00,974.00,47%,Online
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,38.00,60,2280.00,1072.00,47%,Online
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,47.00,53,2491.00,1121.00,45%,Online
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,54.00,91,4914.00,2604.00,53%,Online
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,33.00,133,4389.00,2370.00,54%,Online
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,29.00,74,2146.00,1073.00,50%,Online
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,23.00,49,1127.00,530.00,47%,Online
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,24.00,41,984.00,462.00,47%,Online
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Men's Apparel,33.00,42,1386.00,554.00,40%,Online
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Women's Apparel,36.00,68,2448.00,1273.00,52%,Online
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,41.00,116,4756.00,2521.00,53%,Online
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.00,65,2080.00,1144.00,55%,Online
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,32.00,38,1216.00,572.00,47%,Online
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,33.00,44,1452.00,668.00,46%,Online
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,41.00,38,1558.00,686.00,44%,Online
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,48.00,83,3984.00,2112.00,53%,Online
West Gear,1185732,11/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,41.00,123,5043.00,2572.00,51%,Online
West Gear,1185732,11/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,33.00,98,3234.00,1779.00,55%,Online
West Gear,1185732,11/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,32.00,81,2592.00,1244.00,48%,Online
West Gear,1185732,11/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34.00,83,2822.00,1411.00,50%,Online
West Gear,1185732,11/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,55.00,75,4125.00,1650.00,40%,Online
West Gear,1185732,11/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,61.00,91,5551.00,2998.00,54%,Online
West Gear,1185732,12/9/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,58.00,150,8700.00,4437.00,51%,Online
West Gear,1185732,12/9/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,49.00,108,5292.00,2911.00,55%,Online
West Gear,1185732,12/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,49.00,105,5145.00,2367.00,46%,Online
West Gear,1185732,12/9/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45.00,87,3915.00,1958.00,50%,Online
West Gear,1185732,12/9/2021,Midwest,Indiana,Indianapolis,Men's Apparel,54.00,84,4536.00,1950.00,43%,Online
West Gear,1185732,12/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,62.00,120,7440.00,3720.00,50%,Online
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,32.00,125,4000.00,2080.00,52%,Online
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.00,75,2400.00,1320.00,55%,Online
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,25.00,87,2175.00,1196.00,55%,Online
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.00,45,1305.00,705.00,54%,Online
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Men's Apparel,41.00,54,2214.00,1129.00,51%,Online
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Women's Apparel,34.00,75,2550.00,1275.00,50%,Online
West Gear,1185732,2/17/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,33.00,149,4917.00,2655.00,54%,Online
West Gear,1185732,2/17/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,38.00,50,1900.00,1045.00,55%,Online
West Gear,1185732,2/17/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,27.00,75,2025.00,1033.00,51%,Online
West Gear,1185732,2/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,34.00,49,1666.00,883.00,53%,Online
West Gear,1185732,2/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,48.00,65,3120.00,1654.00,53%,Online
West Gear,1185732,2/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,24.00,105,2520.00,1361.00,54%,Online
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,28.00,165,4620.00,2356.00,51%,Online
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,27.00,69,1863.00,1006.00,54%,Online
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,19.00,91,1729.00,934.00,54%,Online
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23.00,49,1127.00,597.00,53%,Online
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Apparel,37.00,59,2183.00,1092.00,50%,Online
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Women's Apparel,29.00,81,2349.00,1268.00,54%,Online
West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,27.00,143,3861.00,1969.00,51%,Online
West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,28.00,75,2100.00,1155.00,55%,Online
West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,19.00,68,1292.00,698.00,54%,Online
West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25.00,47,1175.00,611.00,52%,Online
West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,60.00,56,3360.00,1848.00,55%,Online
West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,47.00,94,4418.00,2253.00,51%,Online
West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,58.00,179,10382.00,5399.00,52%,Online
West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,37.00,87,3219.00,1642.00,51%,Online
West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,32.00,77,2464.00,1355.00,55%,Online
West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.00,50,1650.00,908.00,55%,Online
West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,Men's Apparel,42.00,68,2856.00,1542.00,54%,Online
West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,Women's Apparel,52.00,95,4940.00,2717.00,55%,Online
West Gear,1185732,6/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,43.00,150,6450.00,3354.00,52%,Online
West Gear,1185732,6/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,37.00,119,4403.00,2202.00,50%,Online
West Gear,1185732,6/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,33.00,81,2673.00,1443.00,54%,Online
West Gear,1185732,6/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.00,69,2277.00,1184.00,52%,Online
West Gear,1185732,6/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,41.00,74,3034.00,1669.00,55%,Online
West Gear,1185732,6/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,59.00,115,6785.00,3528.00,52%,Online
West Gear,1185732,7/16/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,55.00,182,10010.00,5205.00,52%,Online
West Gear,1185732,7/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,50.00,116,5800.00,3074.00,53%,Online
West Gear,1185732,7/16/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,49.00,98,4802.00,2545.00,53%,Online
West Gear,1185732,7/16/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,48.00,77,3696.00,1885.00,51%,Online
West Gear,1185732,7/16/2021,Northeast,West Virginia,Charleston,Men's Apparel,54.00,87,4698.00,2537.00,54%,Online
West Gear,1185732,7/16/2021,Northeast,West Virginia,Charleston,Women's Apparel,63.00,133,8379.00,4525.00,54%,Online
West Gear,1185732,8/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,46.00,131,6026.00,3134.00,52%,Online
West Gear,1185732,8/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,42.00,90,3780.00,2079.00,55%,Online
West Gear,1185732,8/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,38.00,87,3306.00,1719.00,52%,Online
West Gear,1185732,8/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,36.00,72,2592.00,1322.00,51%,Online
West Gear,1185732,8/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,49.00,68,3332.00,1799.00,54%,Online
West Gear,1185732,8/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,54.00,115,6210.00,3353.00,54%,Online
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,34.00,154,5236.00,2670.00,51%,Online
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,29.00,91,2639.00,1399.00,53%,Online
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,24.00,68,1632.00,881.00,54%,Online
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23.00,59,1357.00,679.00,50%,Online
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Men's Apparel,32.00,61,1952.00,1015.00,52%,Online
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Women's Apparel,36.00,75,2700.00,1377.00,51%,Online
West Gear,1185732,10/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,41.00,115,4715.00,2546.00,54%,Online
West Gear,1185732,10/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,32.00,80,2560.00,1331.00,52%,Online
West Gear,1185732,10/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,33.00,44,1452.00,770.00,53%,Online
West Gear,1185732,10/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,32.00,47,1504.00,797.00,53%,Online
West Gear,1185732,10/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,41.00,53,2173.00,1195.00,55%,Online
Foot Locker,1185732,10/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,47.00,84,3948.00,1974.00,50%,Online
Foot Locker,1185732,11/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,44.00,117,5148.00,2677.00,52%,Online
Foot Locker,1185732,11/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,33.00,95,3135.00,1662.00,53%,Online
Foot Locker,1185732,11/17/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,32.00,77,2464.00,1232.00,50%,Online
Foot Locker,1185732,11/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,38.00,91,3458.00,1902.00,55%,Online
Foot Locker,1185732,11/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,62.00,78,4836.00,2563.00,53%,Online
Foot Locker,1185732,11/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,64.00,100,6400.00,3264.00,51%,Online
Foot Locker,1185732,12/16/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,60.00,176,10560.00,5491.00,52%,Online
Foot Locker,1185732,12/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,52.00,135,7020.00,3650.00,52%,Online
West Gear,1185732,12/16/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,50.00,112,5600.00,2968.00,53%,Online
Foot Locker,1185732,12/16/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,53.00,102,5406.00,2757.00,51%,Online
Foot Locker,1185732,12/16/2021,Northeast,West Virginia,Charleston,Men's Apparel,61.00,95,5795.00,2898.00,50%,Online
Foot Locker,1185732,12/16/2021,Northeast,West Virginia,Charleston,Women's Apparel,68.00,122,8296.00,4563.00,55%,Online
Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,33.00,106,3498.00,1749.00,50%,Online
Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34.00,68,2312.00,1087.00,47%,Online
Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,24.00,63,1512.00,696.00,46%,Online
Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,28.00,20,560.00,280.00,50%,Online
Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Men's Apparel,42.00,33,1386.00,596.00,43%,Online
Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Women's Apparel,33.00,59,1947.00,779.00,40%,Online
Foot Locker,1185732,2/22/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,32.00,138,4416.00,2340.00,53%,Online
West Gear,1185732,2/22/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34.00,38,1292.00,594.00,46%,Online
West Gear,1185732,2/22/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,24.00,46,1104.00,519.00,47%,Online
West Gear,1185732,2/22/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,28.00,14,392.00,196.00,50%,Online
West Gear,1185732,2/22/2021,Northeast,Maryland,Baltimore,Men's Apparel,41.00,31,1271.00,572.00,45%,Online
West Gear,1185732,2/22/2021,Northeast,Maryland,Baltimore,Women's Apparel,34.00,63,2142.00,921.00,43%,Online
West Gear,1185732,3/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,32.00,125,4000.00,2120.00,53%,Online
West Gear,1185732,3/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,34.00,39,1326.00,623.00,47%,Online
West Gear,1185732,3/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,24.00,53,1272.00,623.00,49%,Online
West Gear,1185732,3/20/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,29.00,7,203.00,93.00,46%,Online
West Gear,1185732,3/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,43.00,22,946.00,407.00,43%,Online
West Gear,1185732,3/20/2021,Northeast,Maryland,Baltimore,Women's Apparel,33.00,49,1617.00,728.00,45%,Online
West Gear,1185732,4/21/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,33.00,128,4224.00,2154.00,51%,Online
West Gear,1185732,4/21/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,32.00,31,992.00,466.00,47%,Online
West Gear,1185732,4/21/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,24.00,33,792.00,388.00,49%,Online
West Gear,1185732,4/21/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,27.00,13,351.00,165.00,47%,Online
West Gear,1185732,4/21/2021,Northeast,Maryland,Baltimore,Men's Apparel,41.00,15,615.00,277.00,45%,Online
West Gear,1185732,4/21/2021,Northeast,Maryland,Baltimore,Women's Apparel,32.00,52,1664.00,732.00,44%,Online
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,49.00,118,5782.00,3007.00,52%,Online
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42.00,47,1974.00,908.00,46%,Online
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,36.00,38,1368.00,657.00,48%,Online
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.00,30,1110.00,533.00,48%,Online
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,49.00,36,1764.00,741.00,42%,Online
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Women's Apparel,52.00,63,3276.00,1343.00,41%,Online
West Gear,1185732,6/22/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,47.00,125,5875.00,2938.00,50%,Online
West Gear,1185732,6/22/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,41.00,75,3075.00,1445.00,47%,Online
Foot Locker,1185732,6/22/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,37.00,47,1739.00,870.00,50%,Online
Foot Locker,1185732,6/22/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.00,44,1628.00,814.00,50%,Online
Foot Locker,1185732,6/22/2021,Northeast,Maryland,Baltimore,Men's Apparel,49.00,42,2058.00,906.00,44%,Online
Foot Locker,1185732,6/22/2021,Northeast,Maryland,Baltimore,Women's Apparel,53.00,84,4452.00,2003.00,45%,Online
Foot Locker,1185732,7/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,49.00,131,6419.00,3338.00,52%,Online
Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42.00,72,3024.00,1452.00,48%,Online
Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,37.00,60,2220.00,1088.00,49%,Online
Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,36.00,45,1620.00,761.00,47%,Online
Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,46.00,51,2346.00,1056.00,45%,Online
Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,Women's Apparel,54.00,102,5508.00,2313.00,42%,Online
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,48.00,135,6480.00,3434.00,53%,Online
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,41.00,83,3403.00,1702.00,50%,Online
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,39.00,60,2340.00,1170.00,50%,Online
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.00,44,1628.00,749.00,46%,Online
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Men's Apparel,47.00,38,1786.00,804.00,45%,Online
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Women's Apparel,53.00,81,4293.00,1846.00,43%,Online
Sports Direct,1185732,9/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,49.00,128,6272.00,3199.00,51%,Online
Sports Direct,1185732,9/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,44.00,63,2772.00,1247.00,45%,Online
Sports Direct,1185732,9/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,38.00,36,1368.00,684.00,50%,Online
Sports Direct,1185732,9/20/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,36.00,25,900.00,405.00,45%,Online
Sports Direct,1185732,9/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,48.00,30,1440.00,619.00,43%,Online
Sports Direct,1185732,9/20/2021,Northeast,Maryland,Baltimore,Women's Apparel,54.00,50,2700.00,1080.00,40%,Online
Sports Direct,1185732,10/22/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,52.00,113,5876.00,3173.00,54%,Online
Sports Direct,1185732,10/22/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,48.00,58,2784.00,1281.00,46%,Online
Sports Direct,1185732,10/22/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,49.00,25,1225.00,564.00,46%,Online
Foot Locker,1185732,10/22/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,49.00,21,1029.00,515.00,50%,Online
Foot Locker,1185732,10/22/2021,Northeast,Maryland,Baltimore,Men's Apparel,56.00,20,1120.00,448.00,40%,Online
Foot Locker,1185732,10/22/2021,Northeast,Maryland,Baltimore,Women's Apparel,60.00,52,3120.00,1248.00,40%,Online
Foot Locker,1185732,11/21/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,58.00,88,5104.00,2807.00,55%,Online
Foot Locker,1185732,11/21/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.00,51,2295.00,1079.00,47%,Online
